id,Contractor (Y/N),Start date,Male or Female,Date of birth,Unionised,Role name,Role description,Total compensation,Redundancy cost,SOC-code,SOC-name,Site Name,Business Unit (top-level),Department,Street Address,City,State,Country,Post/Zip code,id,Contractor (Y/N)
14402,false,,F,,,Marketing Managers,Marketing Managers,251479,0.2,11-2021.00,Marketing Managers,Portland,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",45,Portland,Oregon,United States,97232,45.460429,-122.725501
11691,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,56060,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Memphis,Building Components,Building Components,2452,Memphis,Tennessee,United States,38109,35.08638,-89.991911
13768,false,,M,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Frederick,Logistics,Logistics,989,Frederick,Maryland,United States,21705,39.621505,-77.713431
12345,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",New York City,Manufacturing,Manufacturing,73,New York City,New York,United States,10115,40.724585,-73.820882
11761,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Jacksonville,Building Components,Building Components,198,Jacksonville,Florida,United States,32230,30.260057,-81.387995
14822,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",New York City,Logistics,Logistics,8632,New York City,New York,United States,10280,40.708992,-74.017348
387,false,,F,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Lexington,Manufacturing,Manufacturing,113,Lexington,Kentucky,United States,40546,38.038294,-84.489004
9922,false,,M,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Springfield,Manufacturing,Manufacturing,2,Springfield,Massachusetts,United States,1129,42.605186,-72.672261
837,false,,F,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Boulder,Manufacturing,Manufacturing,50,Boulder,Colorado,United States,80310,40.02532,-105.23614
9730,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Albany,Products,Products,9583,Albany,New York,United States,12255,42.654826,-73.75921
908,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Pasadena,Manufacturing,Manufacturing,4,Pasadena,Texas,United States,77505,29.637679,-95.139554
14793,false,,F,,,Human Resources Specialists,Human Resources Specialists,123062,0.2,13-1071.00,Human Resources Specialists,Lakeland,People,People,4,Lakeland,Florida,United States,33811,28.027523,-81.952677
536,false,,M,,,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",74550,0.2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Knoxville,Manufacturing,Manufacturing,80,Knoxville,Tennessee,United States,37924,35.94326,-83.984158
11598,false,,M,,,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",132844,0.2,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Macon,Logistics,Logistics,14,Macon,Georgia,United States,31296,33.447305,-84.146162
13324,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,83257,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Buffalo,Manufacturing,Manufacturing,14205,Buffalo,New York,United States,14220,42.884093,-78.872472
49,false,,F,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Grand Forks,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",7,Grand Forks,North Dakota,United States,58207,47.93,-97.03
793,false,,F,,,"Office Clerks, General","Office Clerks, General",62364,0.2,43-9061.00,"Office Clerks, General",Humble,Products,Products,16391,Humble,Texas,United States,77346,29.985478,-95.285759
9938,false,,M,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Pasadena,Manufacturing,Manufacturing,4,Pasadena,Texas,United States,77505,29.637679,-95.139554
11692,false,,M,,,Industrial Production Managers,Industrial Production Managers,198054,0.2,11-3051.00,Industrial Production Managers,Gainesville,Building Components,Building Components,867,Gainesville,Florida,United States,32605,29.672002,-82.386758
12644,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Tucson,Manufacturing,Manufacturing,8,Tucson,Arizona,United States,85748,32.22454,-110.731622
14068,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,West Palm Beach,Manufacturing,Manufacturing,4343,West Palm Beach,Florida,United States,33421,26.707129,-80.063655
12723,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Sarasota,Manufacturing,Manufacturing,4363,Sarasota,Florida,United States,34238,27.372197,-82.555283
12757,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Fort Collins,Manufacturing,Manufacturing,24828,Fort Collins,Colorado,United States,80525,40.521471,-105.054736
11385,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,72252,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Great Neck,Manufacturing,Manufacturing,6210,Great Neck,New York,United States,11024,40.707007,-73.422949
12617,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Pittsburgh,Manufacturing,Manufacturing,11,Pittsburgh,Pennsylvania,United States,15240,40.445496,-79.994023
11942,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Lansing,Building Components,Building Components,27,Lansing,Michigan,United States,48930,42.733633,-84.552106
829,false,,F,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Savannah,Manufacturing,Manufacturing,8,Savannah,Georgia,United States,31405,32.029575,-81.111825
9442,false,,M,,,"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerks",78534,0.2,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Odessa,Commercial,Commercial,52227,Odessa,Texas,United States,79769,31.975092,-102.615595
10733,false,,F,,,Construction Managers,Construction Managers,73770,0.2,11-9021.00,Construction Managers,Orlando,Logistics,Logistics,6,Orlando,Florida,United States,32825,28.427296,-81.363627
9906,false,,M,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Sacramento,Manufacturing,Manufacturing,7652,Sacramento,California,United States,94207,37.785168,-122.287927
14067,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,North Hollywood,Manufacturing,Manufacturing,4,North Hollywood,California,United States,91606,34.152006,-118.339316
10588,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Oklahoma City,Manufacturing,Manufacturing,58837,Oklahoma City,Oklahoma,United States,73104,35.466745,-97.51063
10544,false,,M,,,Occupational Health and Safety Technicians,Occupational Health and Safety Technicians,138979,0.2,29-9012.00,Occupational Health and Safety Technicians,Santa Ana,Logistics,Logistics,7990,Santa Ana,California,United States,92705,33.745761,-117.841127
13774,false,,M,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Baltimore,Manufacturing,Manufacturing,18944,Baltimore,Maryland,United States,21229,39.279481,-76.695973
12806,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Saint Louis,Manufacturing,Manufacturing,52,Saint Louis,Missouri,United States,63180,38.586629,-90.332269
13790,false,,F,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Honolulu,Manufacturing,Manufacturing,69072,Honolulu,Hawaii,United States,96805,21.348839,-157.94356
10140,false,,M,,,Financial Analysts,Financial Analysts,167294,0.2,13-2051.00,Financial Analysts,Prescott,Building Components,Building Components,8087,Prescott,Arizona,United States,86305,34.592618,-112.323699
12745,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Dayton,Manufacturing,Manufacturing,911,Dayton,Ohio,United States,45419,39.780796,-84.109382
12606,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Corpus Christi,Manufacturing,Manufacturing,14,Corpus Christi,Texas,United States,78426,27.615343,-97.50298
14509,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Hot Springs National Park,Manufacturing,Manufacturing,2,Hot Springs National Park,Arkansas,United States,71914,34.521692,-93.042354
9998,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Louisville,Manufacturing,Manufacturing,366,Louisville,Kentucky,United States,40256,38.225673,-85.823555
10887,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Cleveland,Logistics,Logistics,84628,Cleveland,Ohio,United States,44118,41.29387,-82.184497
10407,false,,F,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Winston Salem,Manufacturing,Manufacturing,3,Winston Salem,North Carolina,United States,27105,36.182259,-80.214709
12654,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Canton,Manufacturing,Manufacturing,90,Canton,Ohio,United States,44760,40.933684,-81.415178
12423,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Washington,Manufacturing,Manufacturing,1628,Washington,District of Columbia,United States,20051,38.902807,-77.049513
12798,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,San Francisco,Manufacturing,Manufacturing,3517,San Francisco,California,United States,94177,37.756652,-122.442013
9859,false,,F,,,Heavy and Tractor-Trailer Truck Drivers,Heavy and Tractor-Trailer Truck Drivers,75583,0.2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Savannah,Logistics,Logistics,8,Savannah,Georgia,United States,31405,32.029575,-81.111825
9631,false,,F,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Laurel,Building Components,Building Components,49,Laurel,Maryland,United States,20709,39.099969,-76.845112
11662,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,56060,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Jamaica,Manufacturing,Manufacturing,18,Jamaica,New York,United States,11407,40.728787,-73.745164
12659,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Santa Cruz,Manufacturing,Manufacturing,8868,Santa Cruz,California,United States,95064,37.088333,-121.977232
14083,false,,M,,,Budget Analysts,Budget Analysts,198349,0.2,13-2031.00,Budget Analysts,Waterbury,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",62,Waterbury,Connecticut,United States,6726,41.571105,-73.021531
11803,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Cincinnati,Building Components,Building Components,4501,Cincinnati,Ohio,United States,45223,39.24256,-84.384992
11029,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Worcester,Building Components,Building Components,8,Worcester,Massachusetts,United States,1610,42.298751,-71.393631
12701,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Dayton,Manufacturing,Manufacturing,8694,Dayton,Ohio,United States,45408,39.760412,-84.343033
10192,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Little Rock,Logistics,Logistics,31749,Little Rock,Arkansas,United States,72209,34.669117,-92.395285
10977,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Jackson,Building Components,Building Components,524,Jackson,Mississippi,United States,39204,32.299774,-90.231493
12300,false,,F,,,Chemists,Chemists,153084,0.2,19-2031.00,Chemists,Norfolk,Manufacturing,Manufacturing,0,Norfolk,Virginia,United States,23551,36.924606,-76.295968
12405,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Des Moines,Manufacturing,Manufacturing,52,Des Moines,Iowa,United States,50362,41.623815,-93.690087
10722,false,,M,,,Construction Managers,Construction Managers,73770,0.2,11-9021.00,Construction Managers,Philadelphia,Logistics,Logistics,3,Philadelphia,Pennsylvania,United States,19172,39.957065,-75.182622
331,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,78113,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Vero Beach,Building Components,Building Components,6,Vero Beach,Florida,United States,32969,27.62774,-80.385991
9712,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Chattanooga,Building Components,Building Components,12,Chattanooga,Tennessee,United States,37450,35.016948,-85.27156
9779,false,,F,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Sacramento,Logistics,Logistics,19682,Sacramento,California,United States,95833,33.700865,-116.204303
13340,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,83257,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Washington,Manufacturing,Manufacturing,18796,Washington,District of Columbia,United States,20409,38.889939,-77.00905
11469,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Tulsa,Manufacturing,Manufacturing,3767,Tulsa,Oklahoma,United States,74156,35.508414,-97.592878
10920,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Provo,Building Components,Building Components,0,Provo,Utah,United States,84605,40.226334,-111.639776
11660,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,56060,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Greensboro,Manufacturing,Manufacturing,3034,Greensboro,North Carolina,United States,27415,36.079428,-79.747588
12239,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Jackson,Manufacturing,Manufacturing,76161,Jackson,Tennessee,United States,38308,35.697077,-88.835703
10057,false,,F,,,Industrial Engineering Technicians,Industrial Engineering Technicians,176191,0.2,17-3026.00,Industrial Engineering Technicians,0,Manufacturing,Manufacturing,,,,,,,
11369,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,72252,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Troy,Manufacturing,Manufacturing,3,Troy,Michigan,United States,48098,42.577975,-83.162022
13936,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Port Washington,Manufacturing,Manufacturing,9,Port Washington,New York,United States,11054,41.37808,-74.693289
12934,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Dallas,Manufacturing,Manufacturing,54,Dallas,Texas,United States,75392,32.693323,-96.7772
13546,false,,M,,,Computer and Information Systems Managers,Computer and Information Systems Managers,182094,0.2,11-3021.00,Computer and Information Systems Managers,Mesa,Commercial,Commercial,707,Mesa,Arizona,United States,85210,33.40214,-111.822948
13625,false,,F,,,Financial Analysts,Financial Analysts,167294,0.2,13-2051.00,Financial Analysts,Spartanburg,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",3059,Spartanburg,South Carolina,United States,29319,34.806698,-82.021396
12702,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Lancaster,Manufacturing,Manufacturing,414,Lancaster,California,United States,93584,34.6968,-118.123631
9516,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Washington,Products,Products,35,Washington,District of Columbia,United States,20404,38.903049,-77.050321
10854,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Boston,Building Components,Building Components,9,Boston,Massachusetts,United States,2203,42.349849,-71.0748
11720,false,,M,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Irving,Manufacturing,Manufacturing,6,Irving,Texas,United States,75037,32.808549,-96.978686
12899,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Wichita,Manufacturing,Manufacturing,71,Wichita,Kansas,United States,67230,37.80012,-97.33111
13618,false,,M,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Saint Louis,Manufacturing,Manufacturing,8370,Saint Louis,Missouri,United States,63180,38.687965,-90.293454
13095,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Montpelier,Logistics,Logistics,6915,Montpelier,Vermont,United States,5609,44.260985,-72.577537
9364,false,,M,,,Electrical Engineering Technicians,Electrical Engineering Technicians,119014,0.2,17-3023.03,Electrical Engineering Technicians,Omaha,Manufacturing,Manufacturing,60,Omaha,Nebraska,United States,68134,41.295875,-96.005901
11904,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,San Diego,Building Components,Building Components,1309,San Diego,California,United States,92110,32.741813,-117.179953
11866,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Colorado Springs,Building Components,Building Components,407,Colorado Springs,Colorado,United States,80910,38.832272,-104.817615
12846,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Tacoma,Manufacturing,Manufacturing,9098,Tacoma,Washington,United States,98442,47.174739,-122.483749
10481,false,,F,,,Occupational Health and Safety Technicians,Occupational Health and Safety Technicians,138979,0.2,29-9012.00,Occupational Health and Safety Technicians,Tampa,People,People,392,Tampa,Florida,United States,33615,27.94734,-82.45876
11348,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,72252,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Irvine,Manufacturing,Manufacturing,86,Irvine,California,United States,92619,33.643368,-117.829309
9757,false,,F,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Fort Collins,Building Components,Building Components,24828,Fort Collins,Colorado,United States,80525,40.521471,-105.054736
521,false,,F,,,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",74550,0.2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Hot Springs National Park,Manufacturing,Manufacturing,66,Hot Springs National Park,Arkansas,United States,71914,34.521692,-93.042354
10124,false,,M,,,Financial Analysts,Financial Analysts,167294,0.2,13-2051.00,Financial Analysts,Arlington,Manufacturing,Manufacturing,61788,Arlington,Texas,United States,76096,32.761962,-97.106517
10999,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Seattle,Building Components,Building Components,46650,Seattle,Washington,United States,98148,47.490302,-122.237355
9860,false,,M,,,Electrical Engineering Technicians,Electrical Engineering Technicians,200774,0.2,17-3023.03,Electrical Engineering Technicians,Mobile,Manufacturing,Manufacturing,0,Mobile,Alabama,United States,36628,30.689061,-88.104489
10686,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,83257,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Stockton,Manufacturing,Manufacturing,1,Stockton,California,United States,95219,37.954809,-121.324139
11702,false,,M,,,Industrial Production Managers,Industrial Production Managers,198054,0.2,11-3051.00,Industrial Production Managers,Lancaster,Products,Products,414,Lancaster,California,United States,93584,34.6968,-118.123631
122,false,,M,,,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",124559,0.2,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0,Products,Products,,,,,,,
13241,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",117770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Baltimore,Building Components,Building Components,94568,Baltimore,Maryland,United States,21229,39.279481,-76.695973
11085,false,,F,,,"First-Line Supervisors of Mechanics, Installers, and Repairers","First-Line Supervisors of Mechanics, Installers, and Repairers",132844,0.2,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Athens,Manufacturing,Manufacturing,2,Athens,Georgia,United States,30605,33.962397,-83.367845
838,false,,M,,,Mechanical Engineers,Mechanical Engineers,176233,0.2,17-2141.00,Mechanical Engineers,Greeley,Manufacturing,Manufacturing,28926,Greeley,Colorado,United States,80638,40.404948,-104.944592
9522,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Fort Wayne,Products,Products,97585,Fort Wayne,Indiana,United States,46814,41.02345,-85.307071
14120,false,,F,,,Marketing Managers,Marketing Managers,251479,0.2,11-2021.00,Marketing Managers,Lexington,"Sales, Marketing, Innovation & Trading","Sales, Marketing, Innovation & Trading",44,Lexington,Kentucky,United States,40576,38.038207,-84.488308
10669,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,202186,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Austin,Manufacturing,Manufacturing,4,Austin,Texas,United States,78769,30.239485,-97.765356
9675,false,,F,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Portland,Building Components,Building Components,17,Portland,Oregon,United States,97221,45.530683,-122.688491
14568,false,,F,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Montgomery,Manufacturing,Manufacturing,7,Montgomery,Alabama,United States,36104,32.373945,-86.308771
11350,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,72252,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Loretto,Manufacturing,Manufacturing,69976,Loretto,Minnesota,United States,55598,45.05364,-93.635098
9557,false,,F,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Boise,Logistics,Logistics,8,Boise,Idaho,United States,83705,43.569011,-116.209385
10172,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,Richmond,Building Components,Building Components,35557,Richmond,Virginia,United States,23225,38.494272,-77.992715
10471,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Albuquerque,Manufacturing,Manufacturing,398,Albuquerque,New Mexico,United States,87121,35.068416,-106.709735
13421,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",69216,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Seattle,Manufacturing,Manufacturing,2788,Seattle,Washington,United States,98115,47.58929,-122.384998
11330,false,,M,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,72252,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Dayton,Manufacturing,Manufacturing,661,Dayton,Ohio,United States,45470,39.769869,-84.175901
97,false,,F,,,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",124559,0.2,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Austin,Building Components,Building Components,4664,Austin,Texas,United States,78769,30.442344,-97.769885
10642,false,,M,,,Customer Service Representatives,Customer Service Representatives,66875,0.2,43-4051.00,Customer Service Representatives,Washington,Logistics,Logistics,2,Washington,District of Columbia,United States,20530,38.886056,-77.058741
10059,false,,F,,,Industrial Engineering Technicians,Industrial Engineering Technicians,176191,0.2,17-3026.00,Industrial Engineering Technicians,Providence,Manufacturing,Manufacturing,3896,Providence,Rhode Island,United States,2912,41.842207,-71.461204
12862,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Springfield,Manufacturing,Manufacturing,2482,Springfield,Missouri,United States,65810,37.1698,-93.30208
12413,false,,F,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Austin,Manufacturing,Manufacturing,7259,Austin,Texas,United States,78754,30.395119,-97.922279
11998,false,,M,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Louisville,Building Components,Building Components,366,Louisville,Kentucky,United States,40256,38.225673,-85.823555
10814,false,,M,,,Electricians,Electricians,109379,0.2,47-2111.00,Electricians,Houston,Manufacturing,Manufacturing,6,Houston,Texas,United States,77260,29.781408,-95.401251
12985,false,,M,,,Purchasing Managers,Purchasing Managers,125697,0.2,11-3061.00,Purchasing Managers,Indianapolis,Commercial,Commercial,9,Indianapolis,Indiana,United States,46266,39.767592,-86.159888
12909,false,,F,,,Machinists,Machinists,85492,0.2,51-4041.00,Machinists,Seattle,Manufacturing,Manufacturing,6,Seattle,Washington,United States,98195,47.517857,-122.328007
10628,false,,M,,,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",75899,0.2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Prescott,Manufacturing,Manufacturing,63,Prescott,Arizona,United States,86305,34.417295,-112.42184
10958,false,,M,,,"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",73770,0.2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",El Paso,Building Components,Building Components,29,El Paso,Texas,United States,88541,29.417537,-98.49879
9788,false,,M,,,"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",97298,0.2,43-5061.00,"Production, Planning, and Expediting Clerks",Harrisburg,Products,Products,91496,Harrisburg,Pennsylvania,United States,17121,40.26246,-76.879874
14431,false,,M,,,First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers,118782,0.2,51-1011.00,First-Line Supervisors of Production and Operating Workers,New York City,Manufacturing,Manufacturing,97,New York City,New York,United States,10004,40.70387,-74.013854
13314,false,,F,,,Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters,83257,0.2,51-2041.00,Structural Metal Fabricators and Fitters,Baltimore,Manufacturing,Manufacturing,292,Baltimore,Maryland,United States,21229,39.289695,-76.611113
